episode,success_rate,avg_delay,avg_energy,timestamp
0,38.0,1.534145773046872,0.13116774556078897,2026-05-18T15:28:41.723791
1,28.000000000000004,0.7962514104392783,0.06222314007346539,2026-05-18T15:28:41.753202
2,56.00000000000001,0.6349270395251545,0.04770581601982862,2026-05-18T15:28:41.791693
3,36.0,0.7606581830651519,0.055444914107255806,2026-05-18T15:28:41.818875
4,40.0,0.9732705336351936,0.08475710090941664,2026-05-18T15:28:41.852297
5,38.0,0.7849813657018393,0.05793008357217801,2026-05-18T15:28:41.892434
6,26.0,0.681514073147631,0.04736440865433906,2026-05-18T15:28:41.923058
7,34.0,1.3317202607728953,0.10005044785236318,2026-05-18T15:28:41.952346
8,22.0,1.0215497779974592,0.08013214950510993,2026-05-18T15:28:41.985563
9,50.0,0.7154921700645697,0.05560630754047218,2026-05-18T15:28:42.024987
10,48.0,0.8444160247656469,0.05041471982561798,2026-05-18T15:28:42.057178
11,38.0,0.5510962360354076,0.04268940395087527,2026-05-18T15:28:42.088661
12,30.0,1.1697362276294052,0.09916750039626036,2026-05-18T15:28:42.118989
13,36.0,0.9057935443019077,0.06477663742663153,2026-05-18T15:28:42.149717
14,22.0,0.7220336182668382,0.05905849137535144,2026-05-18T15:28:42.169056
15,32.0,1.4758972766424743,0.11465194792668829,2026-05-18T15:28:42.202330
16,44.0,1.1179740706180739,0.10013294678778976,2026-05-18T15:28:42.235539
17,36.0,0.9340195955451378,0.07807209992785134,2026-05-18T15:28:42.268852
18,32.0,0.9138296301001454,0.08201232168175367,2026-05-18T15:28:42.304155
19,34.0,0.7714165245924121,0.05916124103382618,2026-05-18T15:28:42.335868
20,46.0,1.3701645811086758,0.10802866498694481,2026-05-18T15:28:42.390906
21,42.0,0.7836326448088379,0.052690107605417716,2026-05-18T15:28:42.452294
22,40.0,0.933685401117446,0.07373286112702275,2026-05-18T15:28:42.502291
23,28.000000000000004,1.2793871997418544,0.11024727092780014,2026-05-18T15:28:42.568846
24,46.0,1.2166641024334734,0.08606006321505266,2026-05-18T15:28:42.600593
25,62.0,0.6259536372182043,0.05273224399659289,2026-05-18T15:28:42.620256
26,40.0,1.1063701761944167,0.0927428515338695,2026-05-18T15:28:42.664330
27,48.0,0.7645604044654748,0.05857345530909437,2026-05-18T15:28:42.695349
28,26.0,0.8990460090120937,0.07112538065191563,2026-05-18T15:28:42.720413
29,34.0,0.8182388326780515,0.05987015839602826,2026-05-18T15:28:42.751132
30,44.0,0.7191648422724678,0.051629917176665555,2026-05-18T15:28:42.791820
31,56.00000000000001,1.2050994681387053,0.07408443400485475,2026-05-18T15:28:42.822810
32,50.0,0.764065295516683,0.05424052922199781,2026-05-18T15:28:42.852978
33,26.0,0.6542292240612108,0.04679589068832238,2026-05-18T15:28:42.885732
34,30.0,0.8616884286385512,0.06834493731034007,2026-05-18T15:28:42.916852
35,22.0,0.9654272396394257,0.07335223737047306,2026-05-18T15:28:42.947900
36,52.0,0.6874348963146037,0.05350405607112153,2026-05-18T15:28:42.969944
37,52.0,1.0868045330176284,0.0891231792583021,2026-05-18T15:28:43.000424
38,40.0,1.3861457264567931,0.11771640782629107,2026-05-18T15:28:43.040408
39,34.0,1.019217038075218,0.07359870779066698,2026-05-18T15:28:43.067580
40,28.000000000000004,1.1945230813192362,0.09677718501380753,2026-05-18T15:28:43.098829
41,48.0,0.7671893332653613,0.05697355915778344,2026-05-18T15:28:43.140334
42,52.0,0.549424997544342,0.03447297029214782,2026-05-18T15:28:43.189539
43,34.0,0.5543120579456664,0.03836912156749356,2026-05-18T15:28:43.220791
44,42.0,0.9487420994437201,0.0803170669122614,2026-05-18T15:28:43.252040
45,46.0,0.9886782666479508,0.06963655098739827,2026-05-18T15:28:43.294341
46,44.0,1.415586485622199,0.10158185308642535,2026-05-18T15:28:43.331353
47,36.0,0.8028291111539955,0.061093991988611915,2026-05-18T15:28:43.363051
48,48.0,1.232185661621547,0.08791895208448,2026-05-18T15:28:43.386068
49,48.0,1.2189467623972687,0.10716006302620164,2026-05-18T15:28:43.423834
50,44.0,0.7348643369674798,0.04593719801473255,2026-05-18T15:28:43.455101
51,36.0,0.835783056743076,0.0670194290399535,2026-05-18T15:28:43.485797
52,30.0,0.9403470285555552,0.07304208152297663,2026-05-18T15:28:43.502443
53,50.0,1.6328388155000781,0.1254944294349395,2026-05-18T15:28:43.533695
54,32.0,0.7578777433064527,0.05954877467507882,2026-05-18T15:28:43.564945
55,40.0,0.7279485221862587,0.057204696046480416,2026-05-18T15:28:43.594668
56,54.0,0.9484844783393569,0.07931109043208273,2026-05-18T15:28:43.625921
57,52.0,0.9885517503373766,0.06845317420537733,2026-05-18T15:28:43.669400
58,48.0,0.6502327492527481,0.04333112897289276,2026-05-18T15:28:43.699438
59,40.0,0.9733448615220504,0.07830685694036593,2026-05-18T15:28:43.719009
60,32.0,0.8531745457544614,0.06690565585654934,2026-05-18T15:28:43.763140
61,46.0,0.8078124011913453,0.055584284105127786,2026-05-18T15:28:43.838461
62,30.0,0.8069352774189424,0.05234198232295061,2026-05-18T15:28:43.889355
63,30.0,0.717223848793065,0.05583648316894002,2026-05-18T15:28:43.924356
64,40.0,0.6133770460901607,0.04596756234992904,2026-05-18T15:28:43.952297
65,24.0,1.1600376552725977,0.09255998688044256,2026-05-18T15:28:43.985725
66,42.0,0.8565825949647637,0.06923197965816527,2026-05-18T15:28:44.032258
67,38.0,0.8189699705724425,0.07040696187026332,2026-05-18T15:28:44.052252
68,38.0,1.076415280002188,0.08677831119843271,2026-05-18T15:28:44.097502
69,42.0,1.1380276053259062,0.09232859594938103,2026-05-18T15:28:44.118987
70,40.0,0.7128811163552572,0.05580303164562664,2026-05-18T15:28:44.152407
71,32.0,1.2346520330449295,0.09374579140658743,2026-05-18T15:28:44.185603
72,24.0,0.8158532735010874,0.062419404928601596,2026-05-18T15:28:44.223985
73,40.0,0.8515633752473568,0.07443266134674839,2026-05-18T15:28:44.254387
74,44.0,0.7474699951057437,0.056142096547850795,2026-05-18T15:28:44.285576
75,40.0,0.8292126557435835,0.06626001442647465,2026-05-18T15:28:44.302221
76,48.0,0.9840585454521394,0.07226775285848291,2026-05-18T15:28:44.347840
77,32.0,0.7612700960478235,0.057948077329341485,2026-05-18T15:28:44.369022
78,44.0,1.2793383389304116,0.10584125175607006,2026-05-18T15:28:44.403108
79,40.0,1.2751972706980397,0.10945952255528522,2026-05-18T15:28:44.442723
80,60.0,1.1990291445856713,0.07195771896663754,2026-05-18T15:28:44.468963
81,34.0,0.7036798986176191,0.04936380904185673,2026-05-18T15:28:44.535573
82,44.0,0.633516743954747,0.039948318554382224,2026-05-18T15:28:44.575985
83,28.000000000000004,0.7786029607817494,0.05742987854690301,2026-05-18T15:28:44.621010
84,36.0,0.9178417701127084,0.07664566454073855,2026-05-18T15:28:44.673690
85,50.0,0.698618850951909,0.05577130424800392,2026-05-18T15:28:44.718763
86,32.0,0.6402524745991145,0.03871852329258135,2026-05-18T15:28:44.755208
87,50.0,1.2660035151997249,0.09551318385478408,2026-05-18T15:28:44.782273
88,34.0,1.047019406071798,0.07915275591856565,2026-05-18T15:28:44.813528
89,42.0,0.6843031145535957,0.04731531495335099,2026-05-18T15:28:44.844775
90,36.0,0.9575897601576422,0.07567288852716987,2026-05-18T15:28:44.889505
91,40.0,0.5480955158122873,0.04187434274462836,2026-05-18T15:28:44.924685
92,36.0,0.9982924377916848,0.07311931880860759,2026-05-18T15:28:44.962927
93,42.0,0.8466566161859542,0.07029841069375892,2026-05-18T15:28:44.995492
94,46.0,0.615452427181135,0.040723244602294546,2026-05-18T15:28:45.023438
95,34.0,1.3291663581956419,0.09835083793057763,2026-05-18T15:28:45.059151
96,44.0,1.0186280613993701,0.06613225568245759,2026-05-18T15:28:45.085395
97,44.0,0.7377317077900412,0.064837630076859,2026-05-18T15:28:45.110113
98,36.0,0.7375023117452755,0.05025182254579266,2026-05-18T15:28:45.141364
99,38.0,0.8107242671541038,0.06304046285075952,2026-05-18T15:28:45.183741
100,46.0,1.400479421863286,0.10346022575143186,2026-05-18T15:28:45.201998
101,46.0,0.7022787448542203,0.0536517132142094,2026-05-18T15:28:45.235370
102,48.0,0.8027456515895607,0.05127368273248834,2026-05-18T15:28:45.301954
103,38.0,1.057941307260535,0.08718781915055479,2026-05-18T15:28:45.329078
104,42.0,1.1899918010950155,0.09607908163234383,2026-05-18T15:28:45.368943
105,54.0,0.6779119019613844,0.053824151511380966,2026-05-18T15:28:45.438941
106,44.0,0.7773091824929067,0.06358096062948891,2026-05-18T15:28:45.492332
107,28.000000000000004,0.8095389156288771,0.06101534887181124,2026-05-18T15:28:45.524332
108,42.0,0.7124076946823191,0.047978566336077735,2026-05-18T15:28:45.549427
109,38.0,0.960330296589606,0.08225823789972486,2026-05-18T15:28:45.586048
110,42.0,0.7482577708051456,0.04959812388683232,2026-05-18T15:28:45.618883
111,44.0,1.3766683575960508,0.10834567388076943,2026-05-18T15:28:45.637062
112,42.0,0.8346850017888827,0.05788579221324532,2026-05-18T15:28:45.669353
113,32.0,0.5526201890985746,0.032840362296174624,2026-05-18T15:28:45.702209
114,34.0,0.8939256846707927,0.06885325016659746,2026-05-18T15:28:45.736841
115,36.0,1.0361810917291476,0.08903753249834283,2026-05-18T15:28:45.768983
116,50.0,0.8461744633185394,0.06850392732189566,2026-05-18T15:28:45.805107
117,50.0,1.2061658706838703,0.1006560187879773,2026-05-18T15:28:45.837112
118,48.0,1.1436531389402733,0.08436344777589314,2026-05-18T15:28:45.867869
119,38.0,0.8993516033030654,0.06249603415583992,2026-05-18T15:28:45.899563
120,42.0,0.9970381177615951,0.08008489855684096,2026-05-18T15:28:45.919045
121,52.0,0.690884392148744,0.050150534464334096,2026-05-18T15:28:45.962822
122,44.0,0.5780708252776432,0.04098130332881279,2026-05-18T15:28:45.986838
123,34.0,0.5533735697252835,0.03922377994909037,2026-05-18T15:28:46.065068
124,44.0,0.8297703810802318,0.05650689276876384,2026-05-18T15:28:46.118859
125,48.0,1.0087840028174508,0.07665711784292904,2026-05-18T15:28:46.169025
126,48.0,1.503836432883373,0.11382864209900491,2026-05-18T15:28:46.202291
127,40.0,0.7884746754771425,0.05548331602770027,2026-05-18T15:28:46.244871
128,42.0,1.298173276834717,0.10475237501406356,2026-05-18T15:28:46.279061
129,50.0,1.0053485807349927,0.08402971760686223,2026-05-18T15:28:46.309892
130,46.0,0.7776433345714363,0.05826002860394288,2026-05-18T15:28:46.337036
131,38.0,0.8479819350368237,0.07248557350052481,2026-05-18T15:28:46.369003
132,44.0,0.8898078377207432,0.06189113041400165,2026-05-18T15:28:46.402223
133,50.0,1.5011775039763364,0.10931116227865113,2026-05-18T15:28:46.435056
134,38.0,0.6623169621167869,0.05233429632324003,2026-05-18T15:28:46.452348
135,52.0,0.6245930438171826,0.038365316616453204,2026-05-18T15:28:46.496818
136,46.0,1.0612728830982545,0.09088180195781594,2026-05-18T15:28:46.519802
137,46.0,0.9054317873369361,0.06826409355820248,2026-05-18T15:28:46.558287
138,50.0,0.7119621733753035,0.04496023670223599,2026-05-18T15:28:46.590023
139,48.0,0.8434753320043129,0.06602610856187088,2026-05-18T15:28:46.619700
140,38.0,0.7956398819887464,0.06591398887490704,2026-05-18T15:28:46.653010
141,46.0,0.771408502337324,0.04988395002708242,2026-05-18T15:28:46.683009
142,32.0,0.8267584757910126,0.06640875059805912,2026-05-18T15:28:46.713067
143,50.0,0.7101368114175454,0.05255022620685154,2026-05-18T15:28:46.761899
144,44.0,0.6673527393059608,0.058027200373478124,2026-05-18T15:28:46.824399
145,28.000000000000004,1.0875239814333042,0.08507747065935915,2026-05-18T15:28:46.861441
146,46.0,0.7605404973495946,0.059064831547525405,2026-05-18T15:28:46.901753
147,52.0,0.6306143903733821,0.04419716073317583,2026-05-18T15:28:46.939898
148,42.0,0.9739830776596275,0.073376140543658,2026-05-18T15:28:46.970032
149,38.0,1.0137835585083763,0.06932511581173277,2026-05-18T15:28:47.002439
150,54.0,0.6544093541626789,0.04289749753182901,2026-05-18T15:28:47.032618
