run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_deadline_miss_ratio,metric_avg_reward,metric_avg_latency,metric_p95_latency,metric_p99_latency,metric_cvar95_latency,metric_avg_energy,metric_energy_per_success,metric_jitter,metric_avg_deadline_slack,metric_avg_deadline_overrun,metric_avg_queue_delay,metric_battery_depletion_rate,metric_partial_offload_ratio,metric_decision_overhead_ms,metric_qoe,metric_unique_actions,metric_action_entropy,metric_action_jain_fairness,metric_action_0_rate,metric_action_1_rate,metric_action_2_rate,metric_action_3_rate,metric_action_4_rate,metric_action_5_rate,metric_action_0_success_rate,metric_action_1_success_rate,metric_action_2_success_rate,metric_action_3_success_rate,metric_action_4_success_rate,metric_action_5_success_rate,metric_dominant_action,config_batch_id,config_eval_group
e7bd568f,2026-05-18T15:26:12.766813,43,w_o_semantic_prior,action_prior,500,0.49,0.51,4940.2525,0.6988,1.8229,3.4391,2.9486,0.074823,0.1527,0.6675,0.0861,0.0838,0.0612,0.0,1.0,0.2999,39.8854,1,-0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
e718bdf7,2026-05-18T15:26:22.568511,44,w_o_semantic_prior,action_prior,500,0.662,0.338,6756.2161,0.6109,1.4942,2.7231,2.3553,0.046339,0.069998,0.5273,0.1325,0.0358,0.0612,0.0,1.0,0.2836,58.7291,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
b33a0d8c,2026-05-18T15:26:32.427087,42,w_o_confidence,action_prior,500,0.458,0.542,5034.9161,0.7017,1.8229,3.4391,2.9492,0.074588,0.162857,0.6666,0.0847,0.0882,0.0634,0.0,0.866,0.2704,36.6854,2,0.2199,0.217,0.0,0.0,0.866,0.0,0.134,0.0,0.0,0.0,0.4249,0.0,0.6716,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
b51dc34e,2026-05-18T15:26:42.318536,43,w_o_confidence,action_prior,500,0.666,0.334,7048.7573,0.6106,1.4942,2.7237,2.354,0.046231,0.069415,0.5269,0.1327,0.0357,0.0612,0.0,1.0,0.2863,59.1291,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
4c746a51,2026-05-18T15:26:52.291872,44,w_o_confidence,action_prior,500,0.664,0.336,7033.6722,0.6106,1.4935,2.7281,2.3527,0.046227,0.069619,0.5265,0.1327,0.0358,0.0612,0.0,1.0,0.255,58.9325,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.664,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
aaf1de92,2026-05-18T15:27:02.216027,42,w_o_partial_offloading,action_prior,500,0.24,0.76,3026.6567,0.7845,1.9456,3.592,3.1055,0.017787,0.074111,0.6989,0.0614,0.198,0.0793,0.0,0.0,0.2703,14.2719,1,-0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
1bda5550,2026-05-18T15:27:12.035307,43,w_o_partial_offloading,action_prior,500,0.21,0.79,1537.4053,1.3195,3.558,6.8182,5.8289,0.131947,0.628321,1.3467,0.0141,0.7846,0.0,0.0,0.0,0.2531,3.2098,1,-0.0,0.1667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
207cf2ac,2026-05-18T15:27:21.927499,44,w_o_partial_offloading,action_prior,500,0.242,0.758,3041.5525,0.7845,1.945,3.6045,3.105,0.017798,0.073545,0.6988,0.0613,0.198,0.0793,0.0,0.0,0.2382,14.475,1,-0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.242,0.0,0.0,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
e6843ce8,2026-05-18T15:27:31.685944,42,w_o_battery_awareness,action_prior,500,0.664,0.336,6774.8795,0.6107,1.494,2.7299,2.3532,0.046233,0.069628,0.5266,0.1327,0.0357,0.0612,0.0,1.0,0.2421,58.93,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.664,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
a80c1835,2026-05-18T15:27:41.519877,43,w_o_battery_awareness,action_prior,500,0.49,0.51,4940.1175,0.6988,1.8229,3.4391,2.9486,0.074908,0.152873,0.6675,0.0861,0.0838,0.0612,0.0,1.0,0.2618,39.8854,1,-0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
d6b61a3f,2026-05-18T15:27:51.539904,44,w_o_battery_awareness,action_prior,500,0.49,0.51,4940.3039,0.6988,1.8229,3.4391,2.9486,0.074825,0.152703,0.6675,0.0861,0.0838,0.0612,0.0,1.0,0.2695,39.8854,1,-0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
d01fe702,2026-05-18T15:28:01.469863,42,w_o_queue_awareness,action_prior,500,0.662,0.338,6756.8756,0.6107,1.4937,2.7316,2.3544,0.046245,0.069856,0.5269,0.1326,0.0357,0.0612,0.0,1.0,0.2533,58.7316,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
b0733bd1,2026-05-18T15:28:11.485562,43,w_o_queue_awareness,action_prior,500,0.662,0.338,6756.3887,0.6108,1.4934,2.7246,2.3543,0.046311,0.069956,0.527,0.1326,0.0358,0.0612,0.0,1.0,0.2627,58.7332,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
2fb50b63,2026-05-18T15:28:21.359890,44,w_o_queue_awareness,action_prior,500,0.662,0.338,6756.5109,0.6108,1.4941,2.7332,2.3539,0.046291,0.069925,0.5269,0.1327,0.0358,0.0612,0.0,1.0,0.2387,58.7293,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
9a167048,2026-05-18T15:28:31.519334,42,w_o_mobility_features,action_prior,500,0.62,0.38,6489.5883,0.6228,1.5044,2.7283,2.3578,0.05053,0.081501,0.5253,0.1238,0.0442,0.0612,0.0,1.0,0.2459,54.4782,2,0.3786,0.3238,0.0,0.0,0.414,0.586,0.0,0.0,0.0,0.0,0.715,0.5529,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
789067b3,2026-05-18T15:28:41.647975,43,w_o_mobility_features,action_prior,500,0.662,0.338,6822.7955,0.6108,1.4936,2.7334,2.3538,0.04629,0.069925,0.5269,0.1326,0.0358,0.0612,0.0,1.0,0.2713,58.732,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.662,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
e6506506,2026-05-18T15:28:51.591809,44,w_o_mobility_features,action_prior,500,0.666,0.334,6856.1956,0.6107,1.4934,2.7295,2.3531,0.046233,0.069419,0.5266,0.1327,0.0357,0.0612,0.0,1.0,0.2599,59.1328,1,-0.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0,0.0,3,real_data_ablation_a2c_retrain_20260518_151300,real_data_ablation_retraining
