task_id,action,action_name,success,delay_s,energy_j,deadline_window_s,deadline_tightness,cpu_cycles,data_size_kb,priority,queue_delay_s
201,0,local,True,0.097024231,0.0097024231,0.12804121966473758,0.7577577849855516,97024231,106,0,0.0
201,1,edge_25,True,0.10394393578612401,0.007454898536041882,0.12804121966473758,0.8118005753013775,97024231,106,0,0.0
201,2,edge_50,True,0.07968787803612402,0.005211472603507838,0.12804121966473758,0.6223611290549896,97024231,106,0,0.0
201,3,edge_75,True,0.06862005243804599,0.002955707413460982,0.12804121966473758,0.53592157758041,97024231,106,0,0.0
201,4,edge_100,True,0.06084489144683947,0.0007106295295980339,0.12804121966473758,0.4751976871678933,97024231,106,0,0.0
201,5,cloud,False,0.3708305032190284,0.0007128285095142047,0.12804121966473758,2.8961806533084338,97024231,106,0,0.0
202,0,local,False,1.267792325,0.12677923249999998,0.8365953525353689,1.5154187997313808,1267792325,2662,3,0.0
202,1,edge_25,False,0.98084424375,0.10381087550893216,0.8365953525353689,1.172423730035642,1267792325,2662,3,0.0
202,2,edge_50,True,0.6638961625,0.08080119351334088,0.8365953525353689,0.7935690301027968,1267792325,2662,3,0.0
202,3,edge_75,True,0.5579944424280575,0.05798096840152872,0.8365953525353689,0.6669824793276832,1267792325,2662,3,0.0
202,4,edge_100,True,0.7107701121488458,0.033186974824422906,0.8365953525353689,0.8495984468414752,1267792325,2662,3,0.0
202,5,cloud,True,0.6708071428257937,0.03362433891289685,0.8365953525353689,0.801829870071426,1267792325,2662,3,0.0
203,0,local,False,0.802179229,0.08021792289999999,0.31480200644000433,2.548202402111694,802179229,355,3,0.0
203,1,edge_25,False,0.61745074175,0.06132117284770365,0.31480200644000433,1.9613939209999132,802179229,355,3,0.0
203,2,edge_50,False,0.4169059345,0.042370459055958536,0.31480200644000433,1.3243433204719897,802179229,355,3,0.0
203,3,edge_75,False,0.32352529502189376,0.023500362798446858,0.31480200644000433,1.0277103970223644,802179229,355,3,0.0
203,4,edge_100,False,0.4157603682762622,0.004567520888131096,0.31480200644000433,1.3207043150009234,802179229,355,3,0.0
203,5,cloud,False,0.5192838538176309,0.004424004008815457,0.31480200644000433,1.649557001526282,802179229,355,3,0.0
204,0,local,False,0.652993225,0.06529932249999999,0.3817653522128239,1.7104570155857775,652993225,646,1,0.0
204,1,edge_25,False,0.5312455184040816,0.050046321723926805,0.3817653522128239,1.3915498494685985,652993225,646,1,0.0
204,2,edge_50,True,0.36799721215408165,0.034733108655902824,0.3817653522128239,0.9639355955721542,652993225,646,1,0.0
204,3,edge_75,True,0.2928067242227782,0.01954166322184829,0.3817653522128239,0.7669808758851073,652993225,646,1,0.0
204,4,edge_100,True,0.34942261022410986,0.004200393922590648,0.3817653522128239,0.9152810966179984,652993225,646,1,0.0
204,5,cloud,False,0.48896487397650373,0.004183114488251872,0.3817653522128239,1.2807995045708573,652993225,646,1,0.0
205,0,local,True,0.04,0.003999999999999999,0.11999999999534339,0.33333333334626836,40000000,49,0,0.0
205,1,edge_25,True,0.040802816,0.003127952907257675,0.11999999999534339,0.34002346667986133,40000000,49,0,0.0
205,2,edge_50,True,0.030802816,0.002248406947761214,0.11999999999534339,0.2566901333432942,40000000,49,0,0.0
205,3,edge_75,True,0.02655341405120709,0.0013752990256035466,0.11999999999534339,0.2212784504353125,40000000,49,0,0.0
205,4,edge_100,True,0.024817893722361536,0.0005184540611807681,0.11999999999534339,0.20681578102770498,40000000,49,0,0.0
205,5,cloud,False,0.3590173381122963,0.0005086690561481526,0.11999999999534339,2.9918111510519,40000000,49,0,0.0
206,0,local,False,1.223847387,0.1223847387,0.5272255862510065,2.3212974083874207,1223847387,2271,3,0.0
206,1,edge_25,False,0.94788554025,0.097572794092618,0.5272255862510065,1.7978746953277072,1223847387,2271,3,0.0
206,2,edge_50,False,0.6419236935,0.07286302300265374,0.5272255862510065,1.2175503432308519,1223847387,2271,3,0.0
206,3,edge_75,True,0.5234655912970017,0.04785759526100081,0.5272255862510065,0.9928683374781915,1223847387,2271,3,0.0
206,4,edge_100,False,0.6685979984920981,0.023087152496049076,0.5272255862510065,1.2681440657050846,1223847387,2271,3,0.0
206,5,cloud,False,0.6402711871901543,0.0227508548950772,0.5272255862510065,1.2144159993125372,1223847387,2271,3,0.0
207,0,local,True,0.096635059,0.0096635059,0.12250937755743507,0.7887972408862772,96635059,106,0,0.0
207,1,edge_25,True,0.08421299825,0.00752019469175356,0.12250937755743507,0.6874004254124882,96635059,106,0,0.0
207,2,edge_50,True,0.0600542335,0.005394745924040736,0.12250937755743507,0.49020111519091886,96635059,106,0,0.0
207,3,edge_75,True,0.049657821087231345,0.0032573614561156724,0.12250937755743507,0.40533893875961186,96635059,106,0,0.0
207,4,edge_100,True,0.05461052950714179,0.0010925768035708956,0.12250937755743507,0.44576611681452044,96635059,106,0,0.0
207,5,cloud,False,0.371573929754688,0.0011234589773440032,0.12250937755743507,3.033024386892228,96635059,106,0,0.0
208,0,local,False,0.665274406,0.06652744059999999,0.49651360865391325,1.3398915848522466,665274406,1031,1,0.0
208,1,edge_25,False,0.5258477085,0.05257011277946323,0.49651360865391325,1.0590801527587808,665274406,1031,1,0.0
208,2,edge_50,True,0.359529107,0.03868782289427047,0.49651360865391325,0.7241072565457193,665274406,1031,1,0.0
208,3,edge_75,True,0.2923967231258106,0.024645318587905307,0.49651360865391325,0.5888997159987632,665274406,1031,1,0.0
208,4,edge_100,True,0.36326815609808655,0.010609393349043284,0.49651360865391325,0.7316378640314303,665274406,1031,1,0.0
208,5,cloud,False,0.5049434126840816,0.010944265742040804,0.49651360865391325,1.0169779919084638,665274406,1031,1,0.0
