episode,success_rate,avg_delay,avg_energy,timestamp
0,50.0,1.358039782676557,0.11521459949434544,2026-05-18T15:17:38.552342
1,32.0,0.7916178138533371,0.05860990692224043,2026-05-18T15:17:38.596044
2,40.0,0.6591583337197113,0.04622362473419954,2026-05-18T15:17:38.633657
3,28.000000000000004,0.7929457916084235,0.06164528182876491,2026-05-18T15:17:38.676308
4,40.0,0.8876755816612869,0.06230111969880686,2026-05-18T15:17:38.701362
5,42.0,0.7055898097870359,0.051426318717584386,2026-05-18T15:17:38.734720
6,44.0,0.6336989599622517,0.0437029736410071,2026-05-18T15:17:38.773643
7,46.0,1.3763015883232594,0.08724615137751543,2026-05-18T15:17:38.808383
8,30.0,1.0942147193666016,0.09455597814818992,2026-05-18T15:17:38.834405
9,52.0,0.7455610077720003,0.058450345284616886,2026-05-18T15:17:38.867962
10,46.0,1.078068544051669,0.0917994636070977,2026-05-18T15:17:38.900393
11,34.0,0.5740916715863377,0.04259108849179323,2026-05-18T15:17:38.917842
12,42.0,1.109318559197152,0.07456952848726657,2026-05-18T15:17:38.954643
13,38.0,0.9396827277714438,0.07556506671022879,2026-05-18T15:17:38.984468
14,40.0,0.655755472320983,0.04588602332834786,2026-05-18T15:17:39.018793
15,42.0,1.2571216574866118,0.08932899762776904,2026-05-18T15:17:39.054708
16,48.0,1.1592575326231354,0.09611322028681375,2026-05-18T15:17:39.084989
17,26.0,0.922669208211326,0.07914353259559383,2026-05-18T15:17:39.114827
18,26.0,0.9268109633721774,0.07758022650197749,2026-05-18T15:17:39.134641
19,36.0,0.7353385576479461,0.05094230801564862,2026-05-18T15:17:39.167811
20,50.0,1.3757881678597708,0.09723555200282463,2026-05-18T15:17:39.603581
21,44.0,0.7502155128675723,0.047528303205073834,2026-05-18T15:17:39.656095
22,38.0,0.8889142973212865,0.07119184602412991,2026-05-18T15:17:39.700357
23,32.0,1.3339938220821272,0.11597644761299251,2026-05-18T15:17:39.734551
24,42.0,1.1156390436833048,0.07956245326163998,2026-05-18T15:17:39.780974
25,54.0,0.7165842077176149,0.055931157849746234,2026-05-18T15:17:39.817121
26,44.0,0.9992174528159338,0.08481782335006181,2026-05-18T15:17:39.835065
27,30.0,0.8046258769953722,0.058506156174442416,2026-05-18T15:17:39.880442
28,34.0,0.7226764929969244,0.05082819251983039,2026-05-18T15:17:39.901388
29,36.0,0.9350660456412697,0.07377165807184718,2026-05-18T15:17:39.943680
30,40.0,0.7551195795930674,0.06218058335155579,2026-05-18T15:17:39.975016
31,44.0,1.405908683300604,0.11231887103311955,2026-05-18T15:17:40.002168
