episode,success_rate,avg_delay,avg_energy,timestamp
0,50.0,1.4373476333195794,0.11144296797727037,2026-05-18T15:20:50.467462
1,22.0,0.7866562350689756,0.04978271922282553,2026-05-18T15:20:50.482461
2,38.0,0.6786801429445893,0.04332414573713402,2026-05-18T15:20:50.485311
3,32.0,0.7651308546066331,0.059398842674050885,2026-05-18T15:20:50.502625
4,30.0,1.017856099067623,0.08482740653608711,2026-05-18T15:20:50.520457
5,32.0,0.7605620534379028,0.0516797962491327,2026-05-18T15:20:50.538159
6,36.0,0.6200686242650048,0.04098556593696931,2026-05-18T15:20:50.552159
7,38.0,1.3387726317485598,0.10984568950063661,2026-05-18T15:20:50.565158
8,36.0,0.9090681666510254,0.07943687576981548,2026-05-18T15:20:50.579205
9,52.0,0.7267703747578294,0.0566754496604783,2026-05-18T15:20:50.594205
10,34.0,1.0083122288037552,0.07411366407611471,2026-05-18T15:20:50.608298
11,40.0,0.5743960624138453,0.03743513455131273,2026-05-18T15:20:50.623345
12,22.0,1.1877760442074727,0.06963714863855384,2026-05-18T15:20:50.637345
13,32.0,0.9851591504641756,0.07952108236320553,2026-05-18T15:20:50.651391
14,28.000000000000004,0.7351525928692173,0.05209699035830623,2026-05-18T15:20:50.664391
15,38.0,1.431495915202243,0.10757525715930605,2026-05-18T15:20:50.678390
16,46.0,1.35579042572454,0.12231459700893615,2026-05-18T15:20:50.684880
17,34.0,0.86217075786642,0.07404012319886051,2026-05-18T15:20:50.701425
18,26.0,0.799157518144004,0.057037786449758335,2026-05-18T15:20:50.718101
19,26.0,0.7784220740728418,0.05812198961045967,2026-05-18T15:20:50.718101
20,68.0,1.0873192211347598,0.06707908455026,2026-05-18T15:20:50.785508
21,72.0,0.5690315971715915,0.042742375800217315,2026-05-18T15:20:50.818355
22,62.0,0.6486956812187303,0.047997402836282684,2026-05-18T15:20:50.863758
23,70.0,0.8613310849894469,0.06767465588951392,2026-05-18T15:20:50.902038
24,74.0,0.8448960208237637,0.0646995592933354,2026-05-18T15:20:50.935379
25,80.0,0.47419858102801576,0.03379823225200214,2026-05-18T15:20:51.001969
26,66.0,0.6129756751534625,0.04363782828412579,2026-05-18T15:20:51.067313
27,68.0,0.5757942846062284,0.044875235512708986,2026-05-18T15:20:51.107396
28,64.0,0.5409514667046499,0.038326543192212646,2026-05-18T15:20:51.135137
29,70.0,0.6187000720745892,0.048410649125725576,2026-05-18T15:20:51.205292
30,68.0,0.602033103818999,0.045667077366362135,2026-05-18T15:20:51.275577
31,78.0,0.9924493365185445,0.07321865512274693,2026-05-18T15:20:51.314683
32,78.0,0.5869366293973016,0.04088274419581009,2026-05-18T15:20:51.362810
33,60.0,0.4803920962481471,0.035035122009617316,2026-05-18T15:20:51.401753
34,57.99999999999999,0.6827759061593475,0.05496170543644678,2026-05-18T15:20:51.451695
35,54.0,0.72300283088672,0.053285437292480864,2026-05-18T15:20:51.485064
36,70.0,0.6193749565114665,0.04803451279796663,2026-05-18T15:20:51.551804
37,66.0,0.7986411489986592,0.06658275312274166,2026-05-18T15:20:51.607158
38,60.0,1.1169754468511888,0.09797461577330498,2026-05-18T15:20:51.651619
39,68.0,0.7206639807653364,0.05415730660228164,2026-05-18T15:20:51.698131
40,74.0,0.7884354239629768,0.06376383771940794,2026-05-18T15:20:51.740156
