episode,success_rate,avg_delay,avg_energy,timestamp
0,54.0,1.3442399849576834,0.1073760948366323,2026-05-18T15:27:51.618036
1,40.0,0.7512517889208021,0.05721899740597434,2026-05-18T15:27:51.686298
2,30.0,0.7165357400622131,0.048917836194596456,2026-05-18T15:27:51.718769
3,30.0,0.7721998411443195,0.061663037736945654,2026-05-18T15:27:51.773733
4,40.0,0.987566021321902,0.07911985607890598,2026-05-18T15:27:51.805828
5,44.0,0.7247240416584907,0.05410788347367572,2026-05-18T15:27:51.836941
6,46.0,0.6010427128909455,0.04535182580464281,2026-05-18T15:27:51.867975
7,54.0,1.212629393370992,0.08838137914793374,2026-05-18T15:27:51.885556
8,44.0,0.8835398668771773,0.06696842169180342,2026-05-18T15:27:51.918738
9,46.0,0.68595187501356,0.043153433742020256,2026-05-18T15:27:51.954596
10,46.0,0.9703425970624362,0.07739797144973187,2026-05-18T15:27:51.985590
11,42.0,0.5579327393014877,0.0439502569087531,2026-05-18T15:27:52.020631
12,32.0,1.2000356374956214,0.08817296499851064,2026-05-18T15:27:52.060210
13,28.000000000000004,1.0219732612989016,0.08532241074919787,2026-05-18T15:27:52.091541
14,24.0,0.7072368521324895,0.04354766067079864,2026-05-18T15:27:52.122617
15,34.0,1.379536088266634,0.1088889651330238,2026-05-18T15:27:52.154738
16,42.0,1.2590643397240697,0.07906956310929777,2026-05-18T15:27:52.185833
17,26.0,0.8898460346871749,0.07888704191441713,2026-05-18T15:27:52.203893
18,26.0,0.8985841102889642,0.0725285726717122,2026-05-18T15:27:52.235402
19,34.0,0.7861311435624424,0.05611163249002082,2026-05-18T15:27:52.279232
20,44.0,1.5143859891254892,0.12843560264671405,2026-05-18T15:27:52.317867
21,50.0,0.7773438152646662,0.050414825250496946,2026-05-18T15:27:52.370919
22,44.0,0.8075416751151571,0.05307398548380886,2026-05-18T15:27:52.424320
23,46.0,1.089085733904946,0.07910382804134215,2026-05-18T15:27:52.485484
24,46.0,1.030082795154177,0.0664810489543212,2026-05-18T15:27:52.530788
25,48.0,0.6106871244274218,0.037593472941794354,2026-05-18T15:27:52.552213
26,40.0,0.880519841028105,0.059554227490434236,2026-05-18T15:27:52.594886
27,44.0,0.7754274442144501,0.05672926604949568,2026-05-18T15:27:52.620029
28,26.0,0.7453503774991234,0.05077467112427832,2026-05-18T15:27:52.656200
29,30.0,0.966786278560651,0.08496146577328907,2026-05-18T15:27:52.687619
30,24.0,0.8227231955962968,0.05900295203925177,2026-05-18T15:27:52.717619
31,54.0,1.5413384074021659,0.12753587828521154,2026-05-18T15:27:52.734417
32,52.0,0.7794734259046934,0.05510710044873677,2026-05-18T15:27:52.773242
33,24.0,0.6846122468652425,0.04953429191526777,2026-05-18T15:27:52.809924
34,32.0,0.9161870703874727,0.06271099998089676,2026-05-18T15:27:52.829611
35,32.0,0.9404489930028735,0.06615234190961478,2026-05-18T15:27:52.860337
36,32.0,0.8765906054731325,0.06741467513559754,2026-05-18T15:27:52.891589
37,46.0,0.9891431978635778,0.08156386634058096,2026-05-18T15:27:52.924308
38,42.0,1.279745264881721,0.1105507455558071,2026-05-18T15:27:52.965020
